GeneID	1577_d7_CD46	1578_d7_CD46	1599_d7_CD46	1577_d7_ISG15	1578_d7_ISG15	1599_d7_ISG15	1577_d7_UBA7	1578_d7_UBA7	1599_d7_UBA7	1577_d7_STAT1	1578_d7_STAT1	1599_d7_STAT1
ENSG00000225697	1077	914	1815	914	1103	1377	780	1499	1418	1459	1301	1195
ENSG00000008300	324	155	746	194	175	409	215	302	539	382	275	525
ENSG00000228350	1	1	6	0	2	4	2	9	4	6	4	3
ENSG00000271973	2	1	9	1	2	4	2	8	7	3	5	7
ENSG00000213672	704	588	1288	504	576	879	460	1016	1048	918	1016	942
ENSG00000068745	1986	1534	4070	1566	2049	3380	1256	2539	3147	2217	2351	2827
ENSG00000114302	1586	1081	2694	1054	1167	1949	1047	1819	2290	1897	1691	2449
ENSG00000224424	63	52	73	59	91	68	33	81	72	77	73	57
ENSG00000178537	742	563	1418	535	749	1191	469	922	1172	780	832	1269
ENSG00000221883	62	55	154	48	88	124	43	95	132	63	76	112
ENSG00000177479	2508	1660	4387	1744	2099	3429	1616	2816	3724	2985	2633	3611
ENSG00000235236	8	12	10	3	7	12	10	5	12	16	11	6
ENSG00000223343	7	4	14	6	5	6	6	5	9	7	3	10
ENSG00000273211	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178467	929	786	1590	645	794	1080	612	1207	1235	1094	1114	1077
ENSG00000178252	6326	5128	10625	4338	5767	7749	3898	8130	8397	7255	7897	7673
ENSG00000178149	442	398	867	329	443	598	304	594	621	497	656	632
ENSG00000178057	1297	920	2008	879	1056	1559	797	1802	1796	1399	1603	1855
ENSG00000178035	5104	4218	8973	3279	4296	5914	3173	7024	7354	6516	7695	8359
ENSG00000272434	4	4	9	3	6	6	1	10	16	10	7	10
ENSG00000198218	3704	2462	5690	2744	2909	4351	2359	4325	4969	4417	3795	4662
ENSG00000172053	7409	5903	11738	4905	6283	8068	4707	9781	9369	9216	10318	10628
ENSG00000172046	3159	2388	5932	2460	3165	4714	2057	4105	4685	3644	3695	4515
ENSG00000172037	1	2	3	0	0	2	0	1	1	0	2	2
ENSG00000177352	677	558	1203	497	655	876	378	878	964	762	838	943
ENSG00000185909	23	25	46	29	34	39	20	39	49	31	33	26
ENSG00000236980	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173421	1	2	11	2	2	9	0	4	5	3	3	3
ENSG00000225399	1	1	1	2	1	2	2	0	7	1	2	4
ENSG00000188315	357	335	654	243	402	512	258	514	435	444	476	527
ENSG00000114316	2784	2204	5164	2004	2631	3937	1752	3631	4271	3157	3301	4030
ENSG00000067560	16624	12987	29836	11504	14816	23256	10352	22474	24296	18764	22106	25148
ENSG00000145022	776	618	1512	531	680	1254	444	958	1316	846	1019	1335
ENSG00000145020	9	12	39	3	10	31	8	20	19	14	12	18
ENSG00000283189	8	15	18	3	11	24	3	7	31	9	5	25
ENSG00000145029	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173402	593	457	939	411	481	723	337	680	974	749	641	817
ENSG00000226913	2	0	7	3	2	1	1	3	0	2	0	0
ENSG00000164061	37	32	40	26	34	27	36	48	37	40	38	23
ENSG00000235120	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164062	4934	3625	7237	3312	3925	5191	3126	5931	6009	5561	5945	6297
ENSG00000173531	445	434	549	367	489	457	328	597	422	461	550	404
ENSG00000164068	1018	838	2085	767	1069	1561	651	1271	1620	1102	1199	1466
ENSG00000176020	1	0	2	1	0	0	0	1	0	0	0	1
ENSG00000173540	3632	2030	4084	2526	2349	3232	2637	3052	3500	4321	3347	3832
ENSG00000176095	1719	1150	2501	1235	1359	1999	1063	1961	2021	2002	1842	1916
ENSG00000187492	3	4	12	0	2	8	2	2	16	1	1	4
ENSG00000185614	129	95	156	73	118	117	58	190	121	134	162	155
ENSG00000182179	7255	5993	13774	6838	9945	13701	2986	6551	7689	7398	8569	9255
ENSG00000183763	552	412	1058	376	453	787	346	687	918	684	685	811
ENSG00000164076	2	1	2	0	5	2	0	1	2	3	4	3
ENSG00000164078	17	21	39	20	31	53	9	35	31	15	35	33
ENSG00000230698	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228008	6	7	9	4	5	14	4	6	11	5	6	13
ENSG00000164077	443	315	648	299	320	466	292	475	580	503	483	615
ENSG00000004534	8105	5582	13584	6049	7369	12039	4950	9472	11354	8991	8830	11204
ENSG00000003756	4281	3231	7151	3072	3926	5707	2553	5389	5986	4460	4954	5232
ENSG00000281691	26	16	66	14	15	58	14	26	45	19	24	34
ENSG00000235016	115	103	364	102	126	265	116	209	277	198	135	273
ENSG00000001617	4	3	4	2	2	2	4	4	4	6	5	2
ENSG00000114349	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000188338	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000114353	14074	11740	22408	10332	13771	18792	9002	18665	19418	14861	16976	18351
ENSG00000230454	23	8	33	15	9	17	13	8	6	19	10	13
ENSG00000232352	3	0	1	0	1	2	0	5	1	0	0	2
ENSG00000012171	11	3	21	9	12	12	14	8	10	14	10	12
ENSG00000179564	4	3	26	4	0	8	3	1	5	8	4	7
ENSG00000214706	1683	1505	3411	1231	1672	2354	1194	2424	2660	2190	2460	2655
ENSG00000186792	86	46	129	47	33	95	57	85	112	89	82	131
ENSG00000243477	251	243	506	177	218	313	165	344	359	304	311	376
ENSG00000114378	18	18	32	13	16	18	8	17	22	19	21	14
ENSG00000068001	188	155	314	145	146	234	113	252	264	222	254	264
ENSG00000114383	1178	886	1835	775	1069	1465	715	1363	1386	1228	1445	1419
ENSG00000068028	1688	1417	2644	1141	1519	2090	1164	2277	2125	1957	2358	2022
ENSG00000281358	0	1	4	0	3	5	0	0	2	6	1	1
ENSG00000235058	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004838	27	40	94	26	46	67	32	56	81	53	43	76
ENSG00000114388	824	728	1265	655	721	925	524	1068	1024	1024	1080	960
ENSG00000114395	589	473	939	449	580	776	365	809	723	649	803	678
ENSG00000272104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000126062	762	523	1063	483	579	877	445	804	913	758	739	933
ENSG00000007402	17	24	30	16	18	23	13	31	26	26	33	15
ENSG00000271858	11	16	18	11	14	12	3	14	11	11	14	5
ENSG00000088543	60	58	109	62	79	61	44	101	69	80	60	63
ENSG00000114735	1186	988	2213	932	1170	1766	776	1474	1715	1337	1518	1522
ENSG00000280382	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114737	59	37	141	58	59	148	45	96	135	61	89	127
ENSG00000114738	1049	853	1979	805	930	1392	706	1521	1641	1296	1498	1663
ENSG00000273356	10	13	9	7	9	9	10	26	7	9	11	22
ENSG00000088538	17	19	9	15	10	7	15	30	18	18	13	12
ENSG00000145050	6348	3815	6773	4543	3752	5521	4443	5948	6621	7650	5974	6873
ENSG00000259956	2768	1903	4435	1994	2174	3464	1735	3050	3852	3133	2872	3759
ENSG00000145041	2102	1301	4032	1452	1490	2782	1223	2259	3219	2342	1956	3153
ENSG00000164080	1485	995	3315	1030	1180	2416	962	1668	2648	1769	1455	2262
ENSG00000164081	1406	1054	1920	1047	1095	1630	846	1638	1669	1506	1671	1695
ENSG00000164082	3	2	21	2	5	9	3	3	18	6	4	9
ENSG00000214686	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229972	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184345	0	0	2	0	0	0	0	1	1	0	0	0
ENSG00000235455	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214681	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173389	0	1	2	0	1	0	0	0	0	0	0	0
ENSG00000114767	1382	1171	2688	946	1330	2057	833	1840	2121	1582	1889	2007
ENSG00000041880	976	849	1541	792	1062	1428	533	1344	1189	1006	1310	1335
ENSG00000180929	0	0	0	1	0	0	0	1	0	3	2	0
ENSG00000090097	449	334	732	311	374	567	279	493	631	554	452	510
ENSG00000114779	1804	1431	2533	1293	1503	2013	1084	2372	2201	1988	2063	1999
ENSG00000248487	138	91	175	113	103	142	85	132	170	131	138	156
ENSG00000114786	1	1	2	0	1	1	1	1	2	2	1	0
ENSG00000243989	11	11	37	12	13	27	8	22	30	17	19	23
ENSG00000162244	25468	21162	39061	21024	23478	30555	15029	35632	37228	28220	31498	35014
ENSG00000164086	807	599	1393	519	655	869	477	1114	1136	812	984	1073
ENSG00000164087	700	524	1329	486	577	946	445	898	971	861	890	1089
ENSG00000023330	1989	1320	3301	1353	1706	2482	1191	2390	2832	2307	2251	2731
ENSG00000239732	6	1	5	7	6	7	2	4	3	3	0	0
ENSG00000173366	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247596	1478	1349	2508	1057	1537	1834	988	2290	1809	1590	2280	1901
ENSG00000243224	26	23	53	18	15	40	22	41	53	30	44	32
ENSG00000164088	1060	972	1821	668	1155	1231	618	1626	1427	1203	1624	1469
ENSG00000164091	4218	2976	7349	3056	3555	5729	2587	5149	6301	4697	4607	5991
ENSG00000168237	445	428	857	293	506	576	289	673	640	511	624	568
ENSG00000114841	1567	996	4019	1184	1141	2731	964	1708	3189	1821	1285	2348
ENSG00000163930	3630	2771	6690	2709	3302	5079	2239	4563	5448	4380	4277	5133
ENSG00000010318	207	149	387	175	177	351	109	260	319	223	254	279
ENSG00000010319	2	0	3	0	1	3	3	3	2	2	6	8
ENSG00000114854	12	19	27	11	19	43	5	27	29	28	23	28
ENSG00000010322	3219	2676	6391	2463	3038	4763	2038	4230	4962	3725	3746	4333
ENSG00000010327	9	2	19	4	3	9	9	1	11	6	3	19
ENSG00000168268	3760	2370	3463	2241	1967	2138	2491	3831	3475	5188	4053	4151
ENSG00000168273	232	171	332	133	185	289	112	276	267	231	310	302
ENSG00000163939	3106	1878	5872	2281	2260	4678	2181	3140	5208	3697	3026	4474
ENSG00000163938	5463	3692	9544	3939	4112	7049	3446	6360	7425	6376	6581	7609
ENSG00000016864	1638	1343	2893	1214	1456	2257	1105	2095	2545	2003	1957	2715
ENSG00000114902	5036	3622	8331	3787	4182	7562	3616	5880	7567	5982	6164	8503
ENSG00000114904	789	532	1403	636	676	1086	532	902	1226	1033	807	1121
ENSG00000055957	2	1	1	2	1	3	1	6	0	7	4	2
ENSG00000162267	8	8	16	16	9	21	8	7	10	17	11	14
ENSG00000055955	20	10	27	27	15	28	11	15	33	13	7	8
ENSG00000243696	68	47	140	79	74	122	41	61	91	87	61	66
ENSG00000239799	0	0	3	0	1	2	3	1	3	2	0	2
ENSG00000272573	0	1	5	0	0	4	2	1	0	2	0	0
ENSG00000248592	36	30	75	20	32	71	15	28	41	37	28	46
ENSG00000213533	92	51	133	82	79	145	42	87	121	73	79	102
ENSG00000163935	851	590	1664	615	737	1303	541	1029	1295	1046	973	1196
ENSG00000272305	8	10	52	9	18	30	7	21	21	26	13	18
ENSG00000163933	783	562	1609	557	707	1354	458	1010	1415	937	1002	1255
ENSG00000163932	4862	3781	8633	3670	4630	6465	2958	6670	7234	5504	5888	6852
ENSG00000163931	8140	7214	14953	5512	7662	10626	4842	12525	13629	9428	11640	13555
ENSG00000272886	1279	985	2194	977	1119	1838	797	1574	1890	1382	1436	1795
ENSG00000157388	12	6	27	7	5	13	6	10	14	7	11	10
ENSG00000271916	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000016391	44	9	41	30	20	41	29	45	52	52	35	46
ENSG00000056736	92	89	135	47	79	125	66	148	121	111	144	112
ENSG00000271976	145	93	191	111	104	121	71	175	205	215	146	171
ENSG00000113812	1117	789	1857	863	949	1464	679	1335	1578	1212	1312	1444
ENSG00000113811	1519	885	2125	1371	876	2032	1066	1344	1992	1937	1544	2246
ENSG00000157445	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243715	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144771	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000239991	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243572	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000240708	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242568	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242775	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114251	0	0	0	1	0	0	0	0	1	2	0	1
ENSG00000244586	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000242317	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187672	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240777	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180376	522	326	908	388	356	693	320	536	768	614	450	604
ENSG00000163946	3749	2525	7812	2913	3411	6543	2389	4511	6432	4139	3978	5371
ENSG00000163947	696	543	1910	854	1429	2896	419	905	1556	626	630	1113
ENSG00000240198	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186451	0	0	1	0	0	0	0	0	0	2	0	2
ENSG00000272202	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144730	1	1	6	0	1	7	0	0	2	1	0	0
ENSG00000163666	40	43	105	45	83	252	27	53	84	48	41	29
ENSG00000157500	2180	1743	5199	1646	2189	4310	1419	2999	4317	2528	2783	3990
ENSG00000239388	71	65	170	63	64	155	60	98	167	86	94	128
ENSG00000174844	22	12	36	16	20	35	9	16	28	17	19	13
ENSG00000174840	1128	760	2003	906	853	1519	735	1243	1645	1334	1212	1650
ENSG00000168374	4112	2420	5615	3236	2741	4697	2852	4126	4947	5103	4093	5041
ENSG00000272146	2	0	6	3	5	3	0	6	8	0	8	11
ENSG00000174839	698	532	1541	629	686	1144	502	922	1225	950	852	1191
ENSG00000239801	1	2	4	0	0	1	3	1	2	0	2	2
ENSG00000241933	2	0	1	1	2	1	1	1	4	2	3	5
ENSG00000163681	1778	1136	3309	1322	1364	2662	1072	1870	2740	2039	1839	2600
ENSG00000136068	1612	1233	5879	1177	1569	4645	989	2090	5007	1709	1822	4108
ENSG00000244161	3	7	60	3	11	46	5	17	56	13	14	35
ENSG00000283148	1	0	1	0	0	0	0	0	0	0	0	2
ENSG00000163687	69	60	61	40	57	45	46	122	45	84	123	66
ENSG00000163686	261	287	752	179	318	458	153	422	540	289	364	528
ENSG00000163684	408	333	718	320	359	526	286	566	583	569	492	605
ENSG00000255154	7	4	18	2	8	12	4	9	11	10	8	13
ENSG00000273493	3	1	0	0	0	0	0	1	0	3	2	0
ENSG00000168297	762	576	1372	527	624	1153	447	967	1259	812	868	1193
ENSG00000168291	1552	1011	2503	1084	1232	1819	951	1725	1815	1723	1725	1899
ENSG00000272182	3	0	5	1	2	2	1	2	5	3	3	5
ENSG00000272360	1	0	2	0	1	0	0	0	0	0	0	0
ENSG00000168301	144	111	205	119	90	161	84	187	207	184	142	158
ENSG00000168306	0	0	2	0	0	1	0	2	0	1	0	0
ENSG00000168309	0	0	1	0	0	0	0	1	0	0	1	0
ENSG00000243384	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244383	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198643	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000163689	32	11	86	15	23	39	7	54	48	26	41	64
ENSG00000242428	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000243295	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243903	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242545	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189283	90	74	155	64	74	118	43	110	151	98	105	121
ENSG00000144724	81	64	59	46	81	30	72	148	42	76	139	56
ENSG00000114405	66	72	51	39	94	35	51	127	32	74	135	30
ENSG00000153266	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163618	13	1	2	8	1	1	5	1	2	28	1	8
ENSG00000244342	1	1	0	0	0	0	0	0	0	3	0	0
ENSG00000163630	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241359	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188817	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000163632	3	1	29	6	9	26	7	7	13	9	4	10
ENSG00000163634	1372	1117	2789	1075	1292	2289	944	1867	2296	1618	1902	2349
ENSG00000240549	2	2	14	0	1	7	3	4	9	2	3	4
ENSG00000285258	33	19	90	25	48	67	25	40	74	53	62	53
ENSG00000163635	32	28	157	23	34	104	25	45	134	41	45	89
ENSG00000280620	11	4	36	4	16	18	0	3	13	8	6	6
ENSG00000239653	67	31	264	47	45	193	42	68	238	75	63	164
ENSG00000271843	9	8	42	7	15	30	9	7	34	18	11	32
ENSG00000163636	2624	1959	4876	2040	2293	3918	1745	3290	4062	3061	3262	3845
ENSG00000243410	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272181	3	3	25	7	8	20	2	18	23	12	18	13
ENSG00000241111	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000189196	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000163637	17	4	16	12	12	21	14	14	13	20	8	17
ENSG00000241572	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241101	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226017	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244564	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000163638	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000241158	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241684	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000243149	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151276	1	1	1	0	0	0	1	0	0	0	0	0
ENSG00000240175	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144741	527	432	978	392	459	799	345	713	857	613	708	737
ENSG00000144749	424	281	459	302	316	405	254	449	404	570	453	462
ENSG00000163376	1069	735	1980	781	1026	1788	662	1448	1638	1092	1309	1508
ENSG00000241884	2	3	9	0	0	2	1	3	4	3	3	4
ENSG00000172340	1960	1962	4258	1613	2226	3254	1254	3243	3371	2106	2833	3332
ENSG00000241316	21	19	83	20	20	60	17	34	71	28	30	54
ENSG00000183662	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000163377	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163378	370	251	819	264	284	597	283	418	665	543	401	676
ENSG00000244513	33	35	118	35	38	59	28	48	66	43	54	59
ENSG00000144747	1846	1212	3309	1500	1583	2967	1209	2254	2841	2183	2150	2504
ENSG00000144744	1851	1389	3407	1452	1637	2909	1178	2386	2612	2059	2254	2574
ENSG00000144746	2886	2560	6114	2154	3263	4993	1884	4382	5060	2998	4097	4482
ENSG00000163380	9	9	13	6	9	16	3	13	8	9	9	14
ENSG00000114541	2	1	12	1	1	15	3	6	14	2	7	11
ENSG00000240842	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241667	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187098	1	2	2	0	1	3	1	1	5	1	0	4
ENSG00000240405	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000242120	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114861	1680	1252	3761	1358	1571	3485	968	2013	3372	1795	1769	2562
ENSG00000244203	9	9	31	6	8	31	7	16	31	9	10	17
ENSG00000274387	8	3	17	2	1	9	4	3	6	4	3	6
ENSG00000277855	2	1	7	2	1	9	0	0	5	1	1	3
ENSG00000270562	10	10	17	9	10	10	10	16	18	20	12	7
ENSG00000163412	99	85	216	78	147	257	72	146	198	160	187	308
ENSG00000170837	0	0	14	0	0	12	0	0	9	0	0	24
ENSG00000163421	0	0	13	0	1	20	0	0	15	1	0	21
ENSG00000241163	261	115	339	170	112	178	177	211	298	462	288	371
ENSG00000273461	4	0	5	2	0	0	2	1	1	3	1	2
ENSG00000276471	8	0	4	4	1	5	3	5	9	2	9	4
ENSG00000243083	0	3	1	0	0	1	0	0	0	0	1	0
ENSG00000272774	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242618	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000260670	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163602	1850	1106	2850	1244	1322	2328	1192	1957	2529	2433	1923	2572
ENSG00000244345	1	3	0	1	1	0	0	5	0	2	2	0
ENSG00000144736	718	606	1461	528	674	1045	496	1004	1106	954	1095	1166
ENSG00000172986	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163605	2089	1434	3829	1552	1777	3209	1406	2471	2991	2394	2509	2908
ENSG00000255423	92	77	201	70	98	168	60	122	191	119	131	163
ENSG00000121440	34	8	22	10	9	13	18	14	14	43	11	15
ENSG00000239677	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242741	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239454	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113805	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272690	7	3	5	4	11	5	6	7	8	8	4	6
ENSG00000172969	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000242516	2	0	6	6	1	1	2	5	0	3	5	4
ENSG00000227124	211	151	550	183	173	422	158	260	493	241	194	375
ENSG00000185008	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244461	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240573	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240241	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169855	132	205	242	111	314	175	92	392	215	151	304	149
ENSG00000242828	3	0	0	0	1	0	4	2	0	1	1	0
ENSG00000242781	0	0	2	0	0	0	1	4	0	2	1	0
ENSG00000243694	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242145	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241593	0	0	0	0	0	0	0	1	0	0	1	1
ENSG00000114480	655	557	1328	420	560	917	408	1024	1048	855	1173	1193
ENSG00000242190	0	1	1	0	0	0	0	1	0	0	0	0
ENSG00000242009	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000239440	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000242641	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242339	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175161	1	0	4	1	0	0	1	0	0	2	0	0
ENSG00000241648	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239519	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239767	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241328	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206538	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281392	3	1	4	2	4	0	0	0	4	0	1	2
ENSG00000083937	873	842	1911	686	931	1558	548	1391	1419	1036	1415	1350
ENSG00000064835	0	0	0	1	0	0	1	0	0	0	2	0
ENSG00000239572	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179097	0	0	1	1	0	0	1	0	2	0	0	0
ENSG00000163320	4345	2917	7349	3177	3571	6032	2812	4840	5969	4794	4642	5563
ENSG00000175105	595	444	1435	513	551	1315	436	824	1283	739	822	1185
ENSG00000179021	830	678	2057	718	940	1811	587	1170	1681	971	1172	1599
ENSG00000283434	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044524	0	0	0	0	0	1	0	0	0	0	2	0
ENSG00000184500	0	1	2	0	1	1	0	1	0	1	0	1
ENSG00000169379	232	162	491	218	206	451	163	260	414	299	251	393
ENSG00000178750	3	0	3	2	0	2	1	3	3	1	0	2
ENSG00000178700	318	219	555	218	284	485	189	392	408	301	359	400
ENSG00000178694	325	221	621	263	293	547	201	378	535	345	344	481
ENSG00000239589	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269028	374	280	825	223	574	511	247	634	636	473	793	727
ENSG00000080224	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000261292	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113966	107	57	167	62	58	142	43	100	169	104	104	137
ENSG00000282527	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000080200	169	130	910	143	157	727	134	280	776	233	226	703
ENSG00000279658	1	0	0	0	0	1	0	1	0	0	0	1
ENSG00000170854	858	710	1979	709	804	1458	593	1193	1679	1095	1163	1675
ENSG00000183185	1	4	4	1	1	2	1	1	9	2	3	14
ENSG00000196578	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249225	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231192	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236032	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233412	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251088	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000230301	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197938	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196098	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206536	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232382	0	0	1	0	0	1	1	0	0	0	0	0
ENSG00000231861	1	2	2	4	0	2	1	5	2	4	4	7
ENSG00000080822	3613	2016	5135	2749	2426	4322	2372	3569	4601	3832	3132	3659
ENSG00000080819	2904	1532	2901	1962	1857	2269	1948	2510	2430	3558	2668	2434
ENSG00000248839	89	41	45	56	46	21	51	84	40	113	92	50
ENSG00000154165	1357	1457	965	1033	1744	814	889	2777	1098	1716	2129	1079
ENSG00000239445	0	0	1	1	0	1	0	0	0	0	0	0
ENSG00000064225	11	5	25	9	16	32	8	10	20	7	7	22
ENSG00000057019	76	59	124	65	63	87	68	118	98	107	103	105
ENSG00000239462	0	0	1	0	0	0	0	1	0	0	1	0
ENSG00000240476	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000243296	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243089	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244464	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144810	0	1	3	0	0	0	1	2	0	1	1	0
ENSG00000273374	3	2	13	13	5	6	0	11	8	4	5	5
ENSG00000184220	807	694	1598	608	811	1207	544	1146	1282	994	1220	1310
ENSG00000168386	112	128	289	60	91	138	61	233	202	173	304	289
ENSG00000036054	986	682	1701	770	856	1460	660	1146	1440	1136	1106	1364
ENSG00000114021	1358	1061	2563	999	1242	1873	797	1748	2123	1652	1942	2193
ENSG00000154174	2619	1983	5330	2008	2436	4316	1640	3379	4435	3203	3362	4245
ENSG00000206535	77	59	94	47	85	89	52	98	67	78	97	99
ENSG00000181458	37	50	101	24	32	61	31	84	63	56	130	107
ENSG00000144820	0	0	4	0	4	3	0	0	2	0	1	1
ENSG00000114354	2249	1459	3664	1639	1875	3097	1400	2622	3245	2728	2333	3011
ENSG00000154175	3	3	24	3	9	27	2	4	16	7	9	15
ENSG00000081148	23	16	64	11	23	47	23	23	43	26	31	48
ENSG00000138468	817	583	1841	725	829	1508	530	1025	1536	932	924	1217
ENSG00000174173	848	692	1877	640	806	1444	511	1286	1541	1016	1224	1525
ENSG00000081154	3155	2611	5997	2625	3068	5285	2261	4295	4870	3746	4296	4556
ENSG00000066422	1128	808	2188	865	1044	1821	726	1363	1872	1341	1240	1672
ENSG00000256628	73	62	120	68	81	118	51	131	92	59	86	131
ENSG00000114391	15443	14437	28732	12417	15666	23645	10532	22347	23285	17003	24807	24955
ENSG00000182504	1000	692	1571	799	845	1293	693	1137	1474	1169	1045	1285
ENSG00000144815	2231	2034	4240	1734	2337	3838	1701	3147	3926	3107	2969	3857
ENSG00000249474	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144802	1390	1378	3653	1093	1655	2885	932	2309	3076	1832	2400	3093
ENSG00000214407	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241280	0	0	0	0	0	0	0	0	0	0	0	1
